"id","name","race","effect"
59,"Ape Shit","hybrid","Dry Mouth"
60,"Apollo 11","hybrid","Uplifted"
60,"Apollo 11","hybrid","Happy"
60,"Apollo 11","hybrid","Euphoric"
60,"Apollo 11","hybrid","Relaxed"
60,"Apollo 11","hybrid","Dry Mouth"
60,"Apollo 11","hybrid","Pain"
60,"Apollo 11","hybrid","Stress"
60,"Apollo 11","hybrid","Headaches"
60,"Apollo 11","hybrid","Insomnia"
60,"Apollo 11","hybrid","Depression"
60,"Apollo 11","hybrid","Dry Mouth"
60,"Apollo 11","hybrid","Dizzy"
60,"Apollo 11","hybrid","Dry Eyes"
60,"Apollo 11","hybrid","Headache"
60,"Apollo 11","hybrid","Paranoid"
61,"Apollo 13","hybrid","Happy"
61,"Apollo 13","hybrid","Euphoric"
61,"Apollo 13","hybrid","Energetic"
61,"Apollo 13","hybrid","Relaxed"
61,"Apollo 13","hybrid","Giggly"
61,"Apollo 13","hybrid","Headaches"
61,"Apollo 13","hybrid","Stress"
61,"Apollo 13","hybrid","Depression"
61,"Apollo 13","hybrid","Pain"
61,"Apollo 13","hybrid","Fatigue"
61,"Apollo 13","hybrid","Dry Mouth"
61,"Apollo 13","hybrid","Headache"
61,"Apollo 13","hybrid","Dizzy"
61,"Apollo 13","hybrid","Dry Eyes"
61,"Apollo 13","hybrid","Paranoid"
62,"Appalachia","hybrid","Relaxed"
62,"Appalachia","hybrid","Creative"
62,"Appalachia","hybrid","Hungry"
62,"Appalachia","hybrid","Euphoric"
62,"Appalachia","hybrid","Happy"
62,"Appalachia","hybrid","Pain"
62,"Appalachia","hybrid","Lack of Appetite"
62,"Appalachia","hybrid","Cramps"
62,"Appalachia","hybrid","Inflammation"
62,"Appalachia","hybrid","Muscle Spasms"
62,"Appalachia","hybrid","Dry Eyes"
63,"Appalachian Power","sativa","Euphoric"
63,"Appalachian Power","sativa","Creative"
63,"Appalachian Power","sativa","Focused"
63,"Appalachian Power","sativa","Energetic"
63,"Appalachian Power","sativa","Happy"
64,"Apple Jack","hybrid","Happy"
64,"Apple Jack","hybrid","Uplifted"
64,"Apple Jack","hybrid","Talkative"
64,"Apple Jack","hybrid","Euphoric"
64,"Apple Jack","hybrid","Creative"
64,"Apple Jack","hybrid","Depression"
64,"Apple Jack","hybrid","Fatigue"
64,"Apple Jack","hybrid","Stress"
64,"Apple Jack","hybrid","Muscle Spasms"
64,"Apple Jack","hybrid","Nausea"
64,"Apple Jack","hybrid","Anxious"
64,"Apple Jack","hybrid","Dizzy"
64,"Apple Jack","hybrid","Dry Eyes"
65,"Apple Kush","hybrid","Relaxed"
65,"Apple Kush","hybrid","Euphoric"
65,"Apple Kush","hybrid","Tingly"
65,"Apple Kush","hybrid","Happy"
65,"Apple Kush","hybrid","Dry Mouth"
65,"Apple Kush","hybrid","Stress"
65,"Apple Kush","hybrid","Pain"
65,"Apple Kush","hybrid","Insomnia"
65,"Apple Kush","hybrid","Depression"
65,"Apple Kush","hybrid","Eye Pressure"
65,"Apple Kush","hybrid","Dry Eyes"
66,"Appleberry","indica","Relaxed"
66,"Appleberry","indica","Sleepy"
66,"Appleberry","indica","Focused"
66,"Appleberry","indica","Headaches"
66,"Appleberry","indica","Stress"
66,"Appleberry","indica","Lack of Appetite"
66,"Appleberry","indica","Muscle Spasms"
66,"Appleberry","indica","Depression"
67,"Arabian Gold","sativa","Euphoric"
67,"Arabian Gold","sativa","Dry Eyes"
67,"Arabian Gold","sativa","Dry Mouth"
67,"Arabian Gold","sativa","Giggly"
67,"Arabian Gold","sativa","Tingly"
67,"Arabian Gold","sativa","Stress"
67,"Arabian Gold","sativa","Insomnia"
67,"Arabian Gold","sativa","Pain"
67,"Arabian Gold","sativa","Dry Mouth"
67,"Arabian Gold","sativa","Dry Eyes"
67,"Arabian Gold","sativa","Dizzy"
67,"Arabian Gold","sativa","Paranoid"
68,"Arctic Sun","hybrid","Creative"
68,"Arctic Sun","hybrid","Relaxed"
68,"Arctic Sun","hybrid","Hungry"
68,"Arctic Sun","hybrid","Energetic"
68,"Arctic Sun","hybrid","Euphoric"
68,"Arctic Sun","hybrid","Stress"
69,"ArcticBlue","hybrid","Energetic"
69,"ArcticBlue","hybrid","Creative"
69,"ArcticBlue","hybrid","Happy"
69,"ArcticBlue","hybrid","Relaxed"
69,"ArcticBlue","hybrid","Focused"
69,"ArcticBlue","hybrid","Stress"
69,"ArcticBlue","hybrid","Pain"
69,"ArcticBlue","hybrid","Inflammation"
69,"ArcticBlue","hybrid","Lack of Appetite"
69,"ArcticBlue","hybrid","Spasticity"
69,"ArcticBlue","hybrid","Dry Mouth"
70,"Area 51","hybrid","Happy"
70,"Area 51","hybrid","Relaxed"
70,"Area 51","hybrid","Uplifted"
70,"Area 51","hybrid","Talkative"
70,"Area 51","hybrid","Giggly"
70,"Area 51","hybrid","Stress"
70,"Area 51","hybrid","Depression"
70,"Area 51","hybrid","Pain"
70,"Area 51","hybrid","Cramps"
70,"Area 51","hybrid","Fatigue"
70,"Area 51","hybrid","Dry Mouth"
71,"Argyle","indica","Relaxed"
71,"Argyle","indica","Happy"
71,"Argyle","indica","Focused"
71,"Argyle","indica","Uplifted"
71,"Argyle","indica","Energetic"
71,"Argyle","indica","Stress"
71,"Argyle","indica","Pain"
71,"Argyle","indica","Depression"
71,"Argyle","indica","Fatigue"
71,"Argyle","indica","Cramps"
71,"Argyle","indica","Dry Mouth"
71,"Argyle","indica","Dizzy"
71,"Argyle","indica","Dry Eyes"
72,"Arjan's Strawberry Haze","sativa","Happy"
72,"Arjan's Strawberry Haze","sativa","Dry Mouth"
72,"Arjan's Strawberry Haze","sativa","Relaxed"
72,"Arjan's Strawberry Haze","sativa","Uplifted"
72,"Arjan's Strawberry Haze","sativa","Energetic"
72,"Arjan's Strawberry Haze","sativa","Fatigue"
72,"Arjan's Strawberry Haze","sativa","Depression"
72,"Arjan's Strawberry Haze","sativa","Insomnia"
72,"Arjan's Strawberry Haze","sativa","Pain"
72,"Arjan's Strawberry Haze","sativa","Muscle Spasms"
72,"Arjan's Strawberry Haze","sativa","Dry Eyes"
72,"Arjan's Strawberry Haze","sativa","Dry Mouth"
72,"Arjan's Strawberry Haze","sativa","Paranoid"
72,"Arjan's Strawberry Haze","sativa","Dizzy"
72,"Arjan's Strawberry Haze","sativa","Headache"
73,"Arjan's Ultra Haze #1","sativa","Focused"
73,"Arjan's Ultra Haze #1","sativa","Energetic"
73,"Arjan's Ultra Haze #1","sativa","Relaxed"
73,"Arjan's Ultra Haze #1","sativa","Uplifted"
73,"Arjan's Ultra Haze #1","sativa","Happy"
73,"Arjan's Ultra Haze #1","sativa","Lack of Appetite"
73,"Arjan's Ultra Haze #1","sativa","Stress"
73,"Arjan's Ultra Haze #1","sativa","Fatigue"
73,"Arjan's Ultra Haze #1","sativa","Headaches"
73,"Arjan's Ultra Haze #1","sativa","Muscle Spasms"
73,"Arjan's Ultra Haze #1","sativa","Dry Eyes"
73,"Arjan's Ultra Haze #1","sativa","Dry Mouth"
74,"Armageddon","hybrid","Happy"
74,"Armageddon","hybrid","Euphoric"
74,"Armageddon","hybrid","Relaxed"
74,"Armageddon","hybrid","Uplifted"
74,"Armageddon","hybrid","Talkative"
74,"Armageddon","hybrid","Depression"
74,"Armageddon","hybrid","Stress"
74,"Armageddon","hybrid","Lack of Appetite"
74,"Armageddon","hybrid","Fatigue"
74,"Armageddon","hybrid","Headaches"
74,"Armageddon","hybrid","Dry Eyes"
74,"Armageddon","hybrid","Dry Mouth"
74,"Armageddon","hybrid","Dizzy"
74,"Armageddon","hybrid","Paranoid"
75,"Armagnac","hybrid","Relaxed"
75,"Armagnac","hybrid","Sleepy"
75,"Armagnac","hybrid","Aroused"
75,"Armagnac","hybrid","Dizzy"
75,"Armagnac","hybrid","Euphoric"
75,"Armagnac","hybrid","Insomnia"
75,"Armagnac","hybrid","Stress"
75,"Armagnac","hybrid","Dry Mouth"
76,"Ash","hybrid","Relaxed"
76,"Ash","hybrid","Happy"
76,"Ash","hybrid","Euphoric"
76,"Ash","hybrid","Uplifted"
76,"Ash","hybrid","Sleepy"
76,"Ash","hybrid","Pain"
76,"Ash","hybrid","Stress"
76,"Ash","hybrid","Depression"
76,"Ash","hybrid","Eye Pressure"
76,"Ash","hybrid","Lack of Appetite"
76,"Ash","hybrid","Dry Mouth"
76,"Ash","hybrid","Dry Eyes"
76,"Ash","hybrid","Anxious"
76,"Ash","hybrid","Dizzy"
76,"Ash","hybrid","Headache"
77,"Asian Fantasy","sativa","Euphoric"
77,"Asian Fantasy","sativa","Relaxed"
77,"Asian Fantasy","sativa","Hungry"
77,"Asian Fantasy","sativa","Talkative"
77,"Asian Fantasy","sativa","Happy"
77,"Asian Fantasy","sativa","Stress"
77,"Asian Fantasy","sativa","Headaches"
77,"Asian Fantasy","sativa","Eye Pressure"
77,"Asian Fantasy","sativa","Pain"
77,"Asian Fantasy","sativa","Lack of Appetite"
77,"Asian Fantasy","sativa","Dry Eyes"
77,"Asian Fantasy","sativa","Dry Mouth"
77,"Asian Fantasy","sativa","Dizzy"
77,"Asian Fantasy","sativa","Paranoid"
77,"Asian Fantasy","sativa","Headache"
78,"Aspen OG","hybrid","Relaxed"
78,"Aspen OG","hybrid","Focused"
78,"Aspen OG","hybrid","Happy"
78,"Aspen OG","hybrid","Hungry"
78,"Aspen OG","hybrid","Talkative"
78,"Aspen OG","hybrid","Headaches"
78,"Aspen OG","hybrid","Stress"
78,"Aspen OG","hybrid","Depression"
78,"Aspen OG","hybrid","Fatigue"
78,"Aspen OG","hybrid","Inflammation"
79,"Astroboy","sativa","Happy"
79,"Astroboy","sativa","Focused"
79,"Astroboy","sativa","Creative"
79,"Astroboy","sativa","Energetic"
79,"Astroboy","sativa","Tingly"
79,"Astroboy","sativa","Headaches"
79,"Astroboy","sativa","Depression"
79,"Astroboy","sativa","Muscle Spasms"
79,"Astroboy","sativa","Pain"
79,"Astroboy","sativa","Fatigue"
80,"Athabasca","indica","Dry Mouth"
80,"Athabasca","indica","Happy"
80,"Athabasca","indica","Relaxed"
80,"Athabasca","indica","Talkative"
80,"Athabasca","indica","Uplifted"
80,"Athabasca","indica","Depression"
80,"Athabasca","indica","Seizures"
80,"Athabasca","indica","Stress"
80,"Athabasca","indica","Fatigue"
80,"Athabasca","indica","Headaches"
81,"Atmosphere","hybrid","Uplifted"
81,"Atmosphere","hybrid","Relaxed"
81,"Atmosphere","hybrid","Creative"
81,"Atmosphere","hybrid","Euphoric"
81,"Atmosphere","hybrid","Tingly"
81,"Atmosphere","hybrid","Depression"
81,"Atmosphere","hybrid","Stress"
81,"Atmosphere","hybrid","Lack of Appetite"
81,"Atmosphere","hybrid","Insomnia"
81,"Atmosphere","hybrid","Nausea"
81,"Atmosphere","hybrid","Dry Eyes"
81,"Atmosphere","hybrid","Dry Mouth"
82,"Atomic Goat","hybrid","Energetic"
82,"Atomic Goat","hybrid","Uplifted"
82,"Atomic Goat","hybrid","Dry Mouth"
82,"Atomic Goat","hybrid","Happy"
82,"Atomic Goat","hybrid","Relaxed"
82,"Atomic Goat","hybrid","Stress"
82,"Atomic Goat","hybrid","Pain"
82,"Atomic Goat","hybrid","Headaches"
82,"Atomic Goat","hybrid","Muscle Spasms"
82,"Atomic Goat","hybrid","Depression"
82,"Atomic Goat","hybrid","Dry Eyes"
82,"Atomic Goat","hybrid","Dry Mouth"
83,"Atomic Northern Lights","hybrid","Happy"
83,"Atomic Northern Lights","hybrid","Euphoric"
83,"Atomic Northern Lights","hybrid","Hungry"
83,"Atomic Northern Lights","hybrid","Relaxed"
83,"Atomic Northern Lights","hybrid","Uplifted"
83,"Atomic Northern Lights","hybrid","Pain"
83,"Atomic Northern Lights","hybrid","Depression"
83,"Atomic Northern Lights","hybrid","Insomnia"
83,"Atomic Northern Lights","hybrid","Nausea"
83,"Atomic Northern Lights","hybrid","Headaches"
83,"Atomic Northern Lights","hybrid","Dry Mouth"
83,"Atomic Northern Lights","hybrid","Dry Eyes"
83,"Atomic Northern Lights","hybrid","Dizzy"
83,"Atomic Northern Lights","hybrid","Paranoid"
83,"Atomic Northern Lights","hybrid","Headache"
84,"Atomical Haze","sativa","Happy"
84,"Atomical Haze","sativa","Relaxed"
84,"Atomical Haze","sativa","Creative"
84,"Atomical Haze","sativa","Focused"
84,"Atomical Haze","sativa","Hungry"
84,"Atomical Haze","sativa","Depression"
84,"Atomical Haze","sativa","Stress"
84,"Atomical Haze","sativa","Nausea"
84,"Atomical Haze","sativa","Pain"
84,"Atomical Haze","sativa","Eye Pressure"
84,"Atomical Haze","sativa","Dry Eyes"
84,"Atomical Haze","sativa","Dry Mouth"
85,"Aurora Borealis","indica","Relaxed"
85,"Aurora Borealis","indica","Uplifted"
85,"Aurora Borealis","indica","Happy"
85,"Aurora Borealis","indica","Talkative"
85,"Aurora Borealis","indica","Energetic"
85,"Aurora Borealis","indica","Insomnia"
85,"Aurora Borealis","indica","Stress"
85,"Aurora Borealis","indica","Lack of Appetite"
85,"Aurora Borealis","indica","Pain"
85,"Aurora Borealis","indica","Headaches"
85,"Aurora Borealis","indica","Dry Mouth"
86,"Aurora Indica","indica","Relaxed"
86,"Aurora Indica","indica","Sleepy"
86,"Aurora Indica","indica","Happy"
86,"Aurora Indica","indica","Aroused"
86,"Aurora Indica","indica","Euphoric"
86,"Aurora Indica","indica","Pain"
86,"Aurora Indica","indica","Stress"
86,"Aurora Indica","indica","Depression"
86,"Aurora Indica","indica","Insomnia"
86,"Aurora Indica","indica","Muscle Spasms"
86,"Aurora Indica","indica","Dry Mouth"
86,"Aurora Indica","indica","Dry Eyes"
86,"Aurora Indica","indica","Paranoid"
87,"Avalon","hybrid","Aroused"
87,"Avalon","hybrid","Hungry"
87,"Avalon","hybrid","Tingly"
87,"Avalon","hybrid","Giggly"
87,"Avalon","hybrid","Uplifted"
87,"Avalon","hybrid","Pain"
87,"Avalon","hybrid","Nausea"
87,"Avalon","hybrid","Stress"
87,"Avalon","hybrid","Insomnia"
87,"Avalon","hybrid","Dizzy"
87,"Avalon","hybrid","Dry Mouth"
87,"Avalon","hybrid","Paranoid"
87,"Avalon","hybrid","Headache"
88,"Avi","hybrid","Relaxed"
88,"Avi","hybrid","Focused"
88,"Avi","hybrid","Creative"
88,"Avi","hybrid","Happy"
88,"Avi","hybrid","Energetic"
88,"Avi","hybrid","Depression"
88,"Avi","hybrid","Insomnia"
88,"Avi","hybrid","Fatigue"
88,"Avi","hybrid","Inflammation"
88,"Avi","hybrid","Muscle Spasms"
88,"Avi","hybrid","Dry Mouth"
89,"Avi-Dekel","hybrid","Happy"
89,"Avi-Dekel","hybrid","Relaxed"
89,"Avi-Dekel","hybrid","Uplifted"
89,"Avi-Dekel","hybrid","Euphoric"
89,"Avi-Dekel","hybrid","Aroused"
89,"Avi-Dekel","hybrid","Pain"
89,"Avi-Dekel","hybrid","Inflammation"
89,"Avi-Dekel","hybrid","Depression"
89,"Avi-Dekel","hybrid","Fatigue"
89,"Avi-Dekel","hybrid","Stress"
89,"Avi-Dekel","hybrid","Dry Mouth"
89,"Avi-Dekel","hybrid","Anxious"
89,"Avi-Dekel","hybrid","Dizzy"
89,"Avi-Dekel","hybrid","Headache"
90,"Azure Haze","hybrid","Relaxed"
90,"Azure Haze","hybrid","Uplifted"
90,"Azure Haze","hybrid","Happy"
90,"Azure Haze","hybrid","Dry Mouth"
90,"Azure Haze","hybrid","Hungry"
90,"Azure Haze","hybrid","Depression"
90,"Azure Haze","hybrid","Stress"
90,"Azure Haze","hybrid","Insomnia"
90,"Azure Haze","hybrid","Pain"
90,"Azure Haze","hybrid","Lack of Appetite"
90,"Azure Haze","hybrid","Dry Mouth"
90,"Azure Haze","hybrid","Dizzy"
90,"Azure Haze","hybrid","Anxious"
90,"Azure Haze","hybrid","Dry Eyes"
91,"B-52","indica","Dry Mouth"
91,"B-52","indica","Focused"
91,"B-52","indica","Energetic"
91,"B-52","indica","Relaxed"
91,"B-52","indica","Euphoric"
91,"B-52","indica","Stress"
91,"B-52","indica","Insomnia"
91,"B-52","indica","Headaches"
91,"B-52","indica","Lack of Appetite"
91,"B-52","indica","Depression"
91,"B-52","indica","Dry Eyes"
91,"B-52","indica","Dry Mouth"
92,"B-Witched","hybrid","Euphoric"
92,"B-Witched","hybrid","Relaxed"
92,"B-Witched","hybrid","Happy"
92,"B-Witched","hybrid","Hungry"
92,"B-Witched","hybrid","Sleepy"
92,"B-Witched","hybrid","Insomnia"
92,"B-Witched","hybrid","Stress"
92,"B-Witched","hybrid","Headaches"
92,"B-Witched","hybrid","Lack of Appetite"
92,"B-Witched","hybrid","Muscle Spasms"
93,"B.B. King","indica","Sleepy"
93,"B.B. King","indica","Happy"
93,"B.B. King","indica","Relaxed"
93,"B.B. King","indica","Giggly"
93,"B.B. King","indica","Uplifted"
93,"B.B. King","indica","Depression"
93,"B.B. King","indica","Insomnia"
93,"B.B. King","indica","Muscle Spasms"
93,"B.B. King","indica","Nausea"
93,"B.B. King","indica","Pain"
94,"B4","hybrid","Happy"
94,"B4","hybrid","Relaxed"
94,"B4","hybrid","Giggly"
94,"B4","hybrid","Uplifted"
94,"B4","hybrid","Euphoric"
94,"B4","hybrid","Stress"
94,"B4","hybrid","Depression"
94,"B4","hybrid","Pain"
94,"B4","hybrid","Cramps"
95,"BC Big Bud","hybrid","Euphoric"
95,"BC Big Bud","hybrid","Relaxed"
95,"BC Big Bud","hybrid","Sleepy"
95,"BC Big Bud","hybrid","Happy"
95,"BC Big Bud","hybrid","Uplifted"
95,"BC Big Bud","hybrid","Stress"
95,"BC Big Bud","hybrid","Pain"
95,"BC Big Bud","hybrid","Lack of Appetite"
95,"BC Big Bud","hybrid","Insomnia"
95,"BC Big Bud","hybrid","Depression"
95,"BC Big Bud","hybrid","Dry Mouth"
95,"BC Big Bud","hybrid","Dry Eyes"
95,"BC Big Bud","hybrid","Anxious"
95,"BC Big Bud","hybrid","Dizzy"
95,"BC Big Bud","hybrid","Paranoid"
96,"BC Roadkill","hybrid","Euphoric"
96,"BC Roadkill","hybrid","Creative"
96,"BC Roadkill","hybrid","Happy"
96,"BC Roadkill","hybrid","Uplifted"
96,"BC Roadkill","hybrid","Aroused"
96,"BC Roadkill","hybrid","Stress"
96,"BC Roadkill","hybrid","Pain"
96,"BC Roadkill","hybrid","Nausea"
96,"BC Roadkill","hybrid","Depression"
96,"BC Roadkill","hybrid","Fatigue"
96,"BC Roadkill","hybrid","Dry Mouth"
96,"BC Roadkill","hybrid","Dry Eyes"
96,"BC Roadkill","hybrid","Dizzy"
96,"BC Roadkill","hybrid","Paranoid"
96,"BC Roadkill","hybrid","Anxious"
97,"BC Sweet Tooth","indica","Relaxed"
97,"BC Sweet Tooth","indica","Sleepy"
97,"BC Sweet Tooth","indica","Creative"
97,"BC Sweet Tooth","indica","Uplifted"
97,"BC Sweet Tooth","indica","Happy"
97,"BC Sweet Tooth","indica","Stress"
97,"BC Sweet Tooth","indica","Insomnia"
97,"BC Sweet Tooth","indica","Pain"
97,"BC Sweet Tooth","indica","Lack of Appetite"
97,"BC Sweet Tooth","indica","Inflammation"
97,"BC Sweet Tooth","indica","Dry Mouth"
97,"BC Sweet Tooth","indica","Dry Eyes"
97,"BC Sweet Tooth","indica","Headache"
97,"BC Sweet Tooth","indica","Dizzy"
97,"BC Sweet Tooth","indica","Paranoid"
98,"BOG Bubble","hybrid","Happy"
98,"BOG Bubble","hybrid","Relaxed"
98,"BOG Bubble","hybrid","Uplifted"
98,"BOG Bubble","hybrid","Creative"
98,"BOG Bubble","hybrid","Hungry"
98,"BOG Bubble","hybrid","Insomnia"
98,"BOG Bubble","hybrid","Stress"
98,"BOG Bubble","hybrid","Depression"
98,"BOG Bubble","hybrid","Pain"
98,"BOG Bubble","hybrid","Cramps"
98,"BOG Bubble","hybrid","Dry Eyes"
98,"BOG Bubble","hybrid","Dry Mouth"
99,"BSC","hybrid","Happy"
99,"BSC","hybrid","Euphoric"
99,"BSC","hybrid","Uplifted"
99,"BSC","hybrid","Creative"
99,"BSC","hybrid","Giggly"
99,"BSC","hybrid","Stress"
99,"BSC","hybrid","Pain"
99,"BSC","hybrid","Nausea"
99,"BSC","hybrid","Headaches"
99,"BSC","hybrid","Cramps"
99,"BSC","hybrid","Dry Mouth"
100,"Bakerstreet","indica","Euphoric"
100,"Bakerstreet","indica","Relaxed"
100,"Bakerstreet","indica","Giggly"
100,"Bakerstreet","indica","Happy"
100,"Bakerstreet","indica","Hungry"
100,"Bakerstreet","indica","Pain"
100,"Bakerstreet","indica","Stress"
100,"Bakerstreet","indica","Insomnia"
100,"Bakerstreet","indica","Lack of Appetite"
100,"Bakerstreet","indica","Headaches"
100,"Bakerstreet","indica","Dry Mouth"
100,"Bakerstreet","indica","Dry Eyes"
101,"Balmoral","hybrid","Happy"
101,"Balmoral","hybrid","Relaxed"
101,"Balmoral","hybrid","Dry Mouth"
101,"Balmoral","hybrid","Talkative"
101,"Balmoral","hybrid","Energetic"
101,"Balmoral","hybrid","Inflammation"
101,"Balmoral","hybrid","Pain"
101,"Balmoral","hybrid","Headaches"
101,"Balmoral","hybrid","Depression"
101,"Balmoral","hybrid","Stress"
101,"Balmoral","hybrid","Dry Eyes"
102,"Banana Candy","indica","Relaxed"
102,"Banana Candy","indica","Euphoric"
102,"Banana Candy","indica","Happy"
102,"Banana Candy","indica","Creative"
102,"Banana Candy","indica","Uplifted"
102,"Banana Candy","indica","Pain"
102,"Banana Candy","indica","Muscle Spasms"
102,"Banana Candy","indica","Stress"
102,"Banana Candy","indica","Insomnia"
102,"Banana Candy","indica","Depression"
102,"Banana Candy","indica","Dry Mouth"
102,"Banana Candy","indica","Dizzy"
102,"Banana Candy","indica","Dry Eyes"
102,"Banana Candy","indica","Paranoid"
103,"Banana Diesel","hybrid","Relaxed"
103,"Banana Diesel","hybrid","Happy"
103,"Banana Diesel","hybrid","Tingly"
103,"Banana Diesel","hybrid","Euphoric"
103,"Banana Diesel","hybrid","Uplifted"
103,"Banana Diesel","hybrid","Pain"
103,"Banana Diesel","hybrid","Stress"
103,"Banana Diesel","hybrid","Depression"
103,"Banana Diesel","hybrid","Fatigue"
103,"Banana Diesel","hybrid","Headaches"
103,"Banana Diesel","hybrid","Dry Mouth"
103,"Banana Diesel","hybrid","Dry Eyes"
103,"Banana Diesel","hybrid","Dizzy"
103,"Banana Diesel","hybrid","Headache"
103,"Banana Diesel","hybrid","Paranoid"
104,"Banana Kush","hybrid","Relaxed"
104,"Banana Kush","hybrid","Happy"
104,"Banana Kush","hybrid","Uplifted"
104,"Banana Kush","hybrid","Creative"
104,"Banana Kush","hybrid","Focused"
104,"Banana Kush","hybrid","Stress"
104,"Banana Kush","hybrid","Depression"
104,"Banana Kush","hybrid","Pain"
104,"Banana Kush","hybrid","Lack of Appetite"
104,"Banana Kush","hybrid","Insomnia"
104,"Banana Kush","hybrid","Dry Mouth"
104,"Banana Kush","hybrid","Dry Eyes"
104,"Banana Kush","hybrid","Dizzy"
104,"Banana Kush","hybrid","Paranoid"
104,"Banana Kush","hybrid","Headache"
105,"Banana OG","hybrid","Relaxed"
105,"Banana OG","hybrid","Euphoric"
105,"Banana OG","hybrid","Happy"
105,"Banana OG","hybrid","Sleepy"
105,"Banana OG","hybrid","Uplifted"
105,"Banana OG","hybrid","Stress"
105,"Banana OG","hybrid","Pain"
105,"Banana OG","hybrid","Insomnia"
105,"Banana OG","hybrid","Depression"
105,"Banana OG","hybrid","Headaches"
105,"Banana OG","hybrid","Dry Mouth"
105,"Banana OG","hybrid","Dry Eyes"
105,"Banana OG","hybrid","Paranoid"
105,"Banana OG","hybrid","Dizzy"
105,"Banana OG","hybrid","Anxious"
106,"Banana Peel","hybrid","Euphoric"
106,"Banana Peel","hybrid","Relaxed"
106,"Banana Peel","hybrid","Uplifted"
106,"Banana Peel","hybrid","Happy"
106,"Banana Peel","hybrid","Creative"
106,"Banana Peel","hybrid","Pain"
106,"Banana Peel","hybrid","Depression"
106,"Banana Peel","hybrid","Fatigue"
106,"Banana Peel","hybrid","Stress"
106,"Banana Peel","hybrid","Headaches"
107,"Bananas","hybrid","Relaxed"
107,"Bananas","hybrid","Happy"
